Entity,Code,Year,Wind Consumption - TWh,Hydro Consumption - TWh,Solar Consumption - TWh,Nuclear Consumption - TWh,Biofuels Consumption - TWh - Total,Geo Biomass Other - TWh,Coal Consumption - TWh,Oil Consumption - TWh,Gas Consumption - TWh
Africa,,1965,0,41.118813,,0,,,323.49612,341.26276,9.543755
Africa,,1966,0,45.862915,,0,,,323.1222,369.48657,10.669916
Africa,,1967,0,47.875538,,0,,,330.29156,368.12524,10.54567
Africa,,1968,0,56.000473,,0,,,343.5129,389.19986,10.68897
Africa,,1969,0,65.3521,,0,,,346.64294,396.92285,12.492
Africa,,1970,0,81.70288,,0,,,360.7569,433.7723,15.520325
Africa,,1971,0,76.92132,0,0,,0.164,383.01233,473.56543,18.405264
Africa,,1972,0,87.62504,0,0,,0.165,384.21082,510.67264,24.670656
Africa,,1973,0,92.68892,0,0,,0.17,408.91034,549.7197,39.551792
Africa,,1974,0,105.467155,0,0,,0.175,425.6462,567.7997,44.518486
Africa,,1975,0,111.53163,0,0,,0.172,451.0805,596.40466,53.63838
Africa,,1976,0,123.59515,0,0,,0.185,481.07416,652.58044,60.98139
Africa,,1977,0,135.81087,0,0,,0.189,491.69846,695.1663,68.23419
Africa,,1978,0,136.92912,0,0,,0.195,477.81558,732.181,97.3699
Africa,,1979,0,146.56386,0,0,,0.201,507.24698,770.9386,148.84282
Africa,,1980,0,142.85742,0,0,,0.207,543.55707,817.23883,186.91399
Africa,,1981,0,148.41989,0,0,,0.218,635.79877,883.8619,228.49117
Africa,,1982,0,148.4593,0,0,,0.236,701.1759,925.22723,246.73355
Africa,,1983,0,133.79536,0,0,,0.23,713.24603,964.55225,271.27533
Africa,,1984,0,131.55637,0,11.137246,,0.234,762.8978,981.7521,259.90277
Africa,,1985,0,146.2222,0,15.081392,,0.269,787.1659,1007.09186,278.84274
Africa,,1986,0,151.23631,0,24.978643,,0.659,805.3561,988.59314,313.2712
Africa,,1987,0,145.05942,0,17.498955,,0.658,828.3197,1042.0686,323.38437
Africa,,1988,0,158.47528,0,29.774044,,0.626,890.16077,1086.2682,358.44455
Africa,,1989,0,166.40816,0,31.493578,,0.617,835.62085,1123.9265,371.47104
Africa,,1990,0,169.3014,0,23.974163,,0.796,877.6783,1142.4028,398.6454
Africa,,1991,0,179.34581,0,25.946238,,0.812,853.76215,1148.7052,401.6356
Africa,,1992,0,171.09227,0,26.35484,,0.84225,858.8312,1170.5247,421.27026
Africa,,1993,0.005916667,167.60956,0,20.58617,,0.9377,871.7139,1180.0767,412.64398
Africa,,1994,0.015972223,170.3109,0,27.515383,,0.835,894.4478,1221.8848,431.82794
Africa,,1995,0.018638888,176.73593,0,32.066753,,1.0187,922.47125,1266.7817,461.2435
Africa,,1996,0.021,184.2691,0,33.41174,,1.258093,935.2283,1293.9713,484.19177
Africa,,1997,0.021277778,188.81114,0,35.88605,,1.3866404,959.0191,1332.2731,474.47552
Africa,,1998,0.022472221,197.0978,0,38.59304,,1.7125492,937.03894,1363.5087,499.33698
Africa,,1999,0.058539443,209.0126,0,36.42518,,1.6961248,966.0107,1414.5602,504.01962
Africa,,2000,0.5189514,222.53064,0.03531389,36.91607,,2.2690632,963.7306,1420.3865,556.8224
Africa,,2001,1.2208859,237.57632,0.043955833,30.21782,,2.3353527,975.9263,1432.6643,634.63617
Africa,,2002,1.2947481,248.17819,0.04904361,33.585613,,2.2864,934.4216,1479.1665,670.6054
Africa,,2003,1.5532919,239.4766,0.05815889,35.24046,,2.6224,1017.04846,1524.8151,711.5067
Africa,,2004,2.213917,251.33617,0.07079056,36.957527,,2.9788496,1119.1619,1586.5107,783.0682
Africa,,2005,2.2345567,254.37917,0.084134445,31.029053,,3.0096693,1039.0726,1654.9192,807.7816
Africa,,2006,2.425894,261.91766,0.10786167,27.37538,,3.7704048,1054.097,1673.7168,843.4421
Africa,,2007,2.8734944,269.18546,0.14273277,30.707249,,3.1420484,1071.6333,1734.7408,900.0697
Africa,,2008,3.686173,272.4835,0.20416835,35.06555,,3.2673957,1180.7251,1824.851,935.1621
Africa,,2009,4.438265,278.0456,0.26759833,34.31848,,3.5627222,1176.0021,1885.9763,940.86066
Africa,,2010,6.3410387,298.92563,0.5996614,36.028275,,3.764553,1164.8401,1966.2146,980.7318
Africa,,2011,6.5835404,305.5224,1.6609554,34.154095,,3.8587685,1147.2993,1934.1709,1060.527
Africa,,2012,6.897696,304.97705,2.7218072,34.119267,,4.0424066,1118.487,2046.8298,1146.7704
Africa,,2013,9.793645,320.65207,2.1463213,36.891415,,4.433249,1130.1606,2121.4414,1169.7455
Africa,,2014,13.708232,336.15042,5.1585293,35.859425,,5.462047,1183.806,2143.3335,1202.32
Africa,,2015,23.996231,324.2737,8.775349,31.622433,,7.1696815,1119.0386,2199.145,1325.3599
Africa,,2016,29.919565,314.35477,14.413415,38.599907,,7.231852,1186.288,2210.9258,1370.4951
Africa,,2017,33.1529,336.2319,20.687313,36.245564,,7.6260357,1185.0671,2233.0898,1448.7449
Africa,,2018,39.075584,356.11508,26.59893,29.399641,,8.17267,1163.5999,2257.502,1543.5508
Africa,,2019,50.957653,367.50095,33.98899,34.39065,,8.262966,1231.3168,2262.0361,1549.7299
Africa,,2020,55.94757,384.41803,42.175064,35.155136,,8.066416,1157.9011,2011.0526,1535.9724
Africa,,2021,63.888702,401.44714,43.21504,26.1747,,8.026317,1168.7407,2183.542,1643.8152
Africa (BP),,1965,0,41.118813,,0,,,323.49612,341.26276,9.543755
Africa (BP),,1966,0,45.862915,,0,,,323.1222,369.48657,10.669916
Africa (BP),,1967,0,47.875538,,0,,,330.2916,368.12524,10.54567
Africa (BP),,1968,0,56.00047,,0,,,343.5129,389.19986,10.68897
Africa (BP),,1969,0,65.3521,,0,,,346.6429,396.92288,12.492
Africa (BP),,1970,0,81.70288,,0,,,360.7569,433.7723,15.520325
Africa (BP),,1971,0,76.92132,0,0,,0.164,383.01233,473.56543,18.405264
Africa (BP),,1972,0,87.625046,0,0,,0.165,384.21082,510.67264,24.670656
Africa (BP),,1973,0,92.68892,0,0,,0.17,408.91034,549.7198,39.551792
Africa (BP),,1974,0,105.467155,0,0,,0.175,425.64624,567.7997,44.518486
Africa (BP),,1975,0,111.53163,0,0,,0.172,451.0805,596.40466,53.63838
Africa (BP),,1976,0,123.59515,0,0,,0.185,481.07416,652.5805,60.98139
Africa (BP),,1977,0,135.81087,0,0,,0.189,491.69846,695.1663,68.23419
Africa (BP),,1978,0,136.92912,0,0,,0.195,477.81558,732.181,97.369896
Africa (BP),,1979,0,146.56386,0,0,,0.201,507.247,770.93866,148.84282
Africa (BP),,1980,0,142.85742,0,0,,0.207,543.55707,817.2389,186.91397
Africa (BP),,1981,0,148.41988,0,0,,0.218,635.79877,883.8619,228.49115
Africa (BP),,1982,0,148.4593,0,0,,0.236,701.1759,925.22723,246.73355
Africa (BP),,1983,0,133.79536,0,0,,0.23,713.24603,964.5522,271.27536
Africa (BP),,1984,0,131.55637,0,11.137246,,0.234,762.8979,981.752,259.90277
Africa (BP),,1985,0,146.22218,0,15.081392,,0.269,787.1659,1007.09186,278.84274
Africa (BP),,1986,0,151.23631,0,24.978643,,0.659,805.3561,988.5932,313.2712
Africa (BP),,1987,0,145.05943,0,17.498955,,0.658,828.3197,1042.0687,323.38437
Africa (BP),,1988,0,158.47528,0,29.774044,,0.626,890.1608,1086.2682,358.44455
Africa (BP),,1989,0,166.40816,0,31.493578,,0.617,835.62085,1123.9265,371.47104
Africa (BP),,1990,0,169.3014,0,23.974163,0,0.796,877.6782,1142.4028,398.6454
Africa (BP),,1991,0,179.3458,0,25.946238,0,0.812,853.76215,1148.7052,401.6356
Africa (BP),,1992,0,171.09225,0,26.35484,0,0.84225,858.8312,1170.5247,421.27026
Africa (BP),,1993,0.005916667,167.60956,0,20.58617,0,0.9377,871.7139,1180.0768,412.64398
Africa (BP),,1994,0.015972223,170.3109,0,27.515383,0,0.835,894.4478,1221.8846,431.82794
Africa (BP),,1995,0.018638888,176.73593,0,32.066753,0,1.0187,922.47125,1266.7817,461.2435
Africa (BP),,1996,0.021,184.2691,0,33.41174,0,1.2580931,935.2282,1293.9712,484.19174
Africa (BP),,1997,0.021277778,188.81114,0,35.88605,0,1.3866404,959.0191,1332.2731,474.47552
Africa (BP),,1998,0.022472221,197.0978,0,38.59304,0,1.7125493,937.03894,1363.5087,499.337
Africa (BP),,1999,0.058548335,209.0126,0,36.42518,0,1.6961248,966.01074,1414.5602,504.0196
Africa (BP),,2000,0.51895165,222.53064,0.035309445,36.91607,0,2.2690632,963.7305,1420.3865,556.8223
Africa (BP),,2001,1.2208859,237.57631,0.043949444,30.21782,0,2.3353527,975.9263,1432.6643,634.63617
Africa (BP),,2002,1.2947483,248.17819,0.049035557,33.585613,0.4908968,2.2864,934.4216,1479.1666,670.60535
Africa (BP),,2003,1.5533036,239.4766,0.058174446,35.24046,0.5413214,2.6224,1017.04846,1524.8151,711.5067
Africa (BP),,2004,2.213917,251.33615,0.07079333,36.957527,0.63675517,2.9788496,1119.1617,1586.5107,783.06824
Africa (BP),,2005,2.2345567,254.37918,0.08413695,31.029053,0.24288252,3.0096693,1039.0726,1654.9193,807.7816
Africa (BP),,2006,2.4258943,261.91766,0.107875,27.37538,0.072299555,3.7704048,1054.097,1673.7168,843.4421
Africa (BP),,2007,2.8734944,269.18546,0.14273639,30.707249,0.7911754,3.1420484,1071.6333,1734.7408,900.0697
Africa (BP),,2008,3.6861727,272.4835,0.20416167,35.06555,0.6100898,3.2673957,1180.725,1824.851,935.1621
Africa (BP),,2009,4.4382644,278.0456,0.26760194,34.31848,0.34024894,3.5627222,1176.0021,1885.9764,940.86066
Africa (BP),,2010,6.3410387,298.92563,0.5996686,36.028275,0.21081659,3.764553,1164.8401,1966.2146,980.7318
Africa (BP),,2011,6.58354,305.5224,1.6609564,34.154095,0.5046833,3.8587687,1147.2993,1934.1709,1060.527
Africa (BP),,2012,6.897696,304.97705,2.7218072,34.119267,0.6066994,4.042407,1118.4869,2046.83,1146.7704
Africa (BP),,2013,9.793645,320.65207,2.1463213,36.891415,0.5885835,4.433249,1130.1606,2121.4414,1169.7455
Africa (BP),,2014,13.708233,336.15042,5.1585293,35.859425,0.56845164,5.462047,1183.8062,2143.3335,1202.32
Africa (BP),,2015,23.996231,324.2737,8.775337,31.622433,0.71449405,7.1696815,1119.0386,2199.145,1325.3599
Africa (BP),,2016,29.919565,314.35477,14.413415,38.599907,0.63882095,7.231852,1186.288,2210.926,1370.4951
Africa (BP),,2017,33.1529,336.23187,20.687313,36.245564,0.6286138,7.6260357,1185.0671,2233.0898,1448.7448
Africa (BP),,2018,39.0756,356.11508,26.598932,29.399641,0.97825366,8.17267,1163.5999,2257.502,1543.5508
Africa (BP),,2019,50.957653,367.50098,33.988987,34.39065,0.8437501,8.262966,1231.3169,2262.0361,1549.7299
Africa (BP),,2020,55.94757,384.41803,42.175068,35.155136,1.0375322,8.066416,1157.9011,2011.0526,1535.9724
Africa (BP),,2021,63.888706,401.44714,43.21504,26.1747,1.0609504,8.026318,1168.7406,2183.542,1643.8151
Algeria,DZA,1965,0,1.1827959,0,0,,0,0.8141,15.4052515,7.4305
Algeria,DZA,1966,0,1.0497311,0,0,,0,0.79084,20.272705,7.71925
Algeria,DZA,1967,0,1.2123655,0,0,,0,0.60476,18.942032,7.48825
Algeria,DZA,1968,0,1.664785,0,0,,0,0.63965,20.167301,7.87325
Algeria,DZA,1969,0,1.067473,0,0,,0,0.8141,21.30593,10.351687
Algeria,DZA,1970,0,1.7150539,0,0,,0,0.96529,24.347681,9.730875
Algeria,DZA,1971,0,0.9758064,0,0,,0,0.26749,27.44005,11.0495
Algeria,DZA,1972,0,1.4637097,0,0,,0,0.2326,30.121414,12.830125
Algeria,DZA,1973,0,2.223656,0,0,,0,0.26749,32.900345,17.859188
Algeria,DZA,1974,0,1.4696236,0,0,,0,0.22097,36.543842,20.6745
Algeria,DZA,1975,0,0.9698925,0,0,,0,0.27912,40.63067,28.49
Algeria,DZA,1976,0,1.1502689,0,0,,0,0.54661,46.71773,33.6875
Algeria,DZA,1977,0,0.79543,0,0,,0,0.70943,52.80649,35.90125
Algeria,DZA,1978,0,0.7392472,0,0,,0,0.36053,54.607944,57.65375
Algeria,DZA,1979,0,0.8604839,0,0,,0,0.83736,65.31862,81.52375
Algeria,DZA,1980,0,0.7599461,0,0,,0,0.74432,66.20243,109.43625
Algeria,DZA,1981,0,1.0822581,0,0,,0,0.52335,71.323074,142.2575
Algeria,DZA,1982,0,1.4163978,0,0,,0,9.71105,75.57342,161.41125
Algeria,DZA,1983,0,0.6948925,0,0,,0,8.66435,84.89242,176.715
Algeria,DZA,1984,0,1.3365592,0,0,,0,9.60638,94.00201,155.25125
Algeria,DZA,1985,0,1.910215,0,0,,0,10.02506,96.5538,153.8075
Algeria,DZA,1986,0,0.7392472,0,0,,0,10.29255,98.021255,168.4375
Algeria,DZA,1987,0,1.4755375,0,0,,0,12.30454,99.100525,172.2875
Algeria,DZA,1988,0,0.5411292,0,0,,0,11.57185,99.1726,194.13625
Algeria,DZA,1989,0,0.66827947,0,0,,0,9.78083,103.93666,182.6825
Algeria,DZA,1990,0,0.3991936,0,0,,0,7.66417,111.811615,195.09875
Algeria,DZA,1991,0,0.8663978,0,0,,0,7.9084,110.627785,192.6925
Algeria,DZA,1992,0,0.58844084,0,0,,0,9.39704,111.292656,198.94875
Algeria,DZA,1993,0,1.0438173,0,0,,0,7.65254,110.754875,178.54375
Algeria,DZA,1994,0,0.49086028,0,0,,0,7.2106,106.050896,188.16875
Algeria,DZA,1995,0,0.5706989,0,0,,0,7.2106,103.14228,202.22125
Algeria,DZA,1996,0,0.3991936,0,0,,0,3.39596,98.42208,207.7075
Algeria,DZA,1997,0,0.22177416,0,0,,0,5.95456,97.64342,194.04
Algeria,DZA,1998,0,0.6357528,0,0,,0,6.37324,100.658745,200.68124
Algeria,DZA,1999,0,0.6002689,0,0,,0,6.82681,98.898346,205.10875
Algeria,DZA,2000,0,0.1596775,0,0,,0,5.64055,103.13248,191.01294
Algeria,DZA,2001,0,0.2027075,0,0,,0,6.5128,106.77534,197.32213
Algeria,DZA,2002,0,0.16637361,0,0,,0,8.54805,118.39723,194.83888
Algeria,DZA,2003,0,0.76853275,0,0,,0,7.04778,123.17412,205.93169
Algeria,DZA,2004,0,0.72329473,0,0,,0,8.40849,128.74683,211.89919
Algeria,DZA,2005,0,1.5900536,0,0,,0,6.90822,134.21338,223.55988
Algeria,DZA,2006,0,0.61916,0,0,,0,10.25766,139.84572,228.4975
Algeria,DZA,2007,0,0.6390422,0,0,,0,8.80391,156.39,233.80681
Algeria,DZA,2008,0,0.79524636,0,0,,0,8.80391,169.9159,244.04187
Algeria,DZA,2009,0,0.9551075,0,0,,0,5.65218,180.13443,262.1176
Algeria,DZA,2010,0,0.4801753,0.02525,0,,0,3.6053,181.61192,253.27225
Algeria,DZA,2011,0,1.0427713,0.049983334,0,,0,3.19825,192.22765,267.96964
Algeria,DZA,2012,0,1.0666127,0.07327278,0,,0,3.39596,204.39526,298.74075
Algeria,DZA,2013,0,0.2698164,0.077946946,0,,0,1.83754,213.57639,321.21512
Algeria,DZA,2014,0.002708333,0.5228558,0.16254583,0,,0,2.08177,221.92516,360.91824
Algeria,DZA,2015,0.05116639,0.3904811,0.1561925,0,,0,1.54679,236.14848,379.225
Algeria,DZA,2016,0.051003054,0.19274667,0.6558742,0,,0,0.56987,229.56386,385.9625
Algeria,DZA,2017,0.050564446,0.14903222,1.3412902,0,,0,2.11666,225.51212,394.625
Algeria,DZA,2018,0.026444444,0.30955,1.5953736,0,,0,5.815,229.5276,434.0875
Algeria,DZA,2019,0.026361112,0.4006678,1.6211231,0,,0,4.80319,237.4872,450.54626
Algeria,DZA,2020,0.020222222,0.1302639,1.799008,0,,0,4.8163495,211.63516,436.0125
Algeria,DZA,2021,0.027472222,0.024333334,1.7374736,,,0,4.80319,219.8416,458.15
Argentina,ARG,1965,0,3.6226556,0,0,,0,8.4550495,275.20718,41.234
Argentina,ARG,1966,0,3.6694171,0,0,,0,6.9718184,283.8665,44.6572
Argentina,ARG,1967,0,3.7574394,0,0,,0,7.840397,290.72382,46.69945
Argentina,ARG,1968,0,4.428607,0,0,,0,7.6190352,296.78262,51.999577
Argentina,ARG,1969,0,3.971993,0,0,,0,9.12217,307.99832,51.805077
Argentina,ARG,1970,0,4.6044087,0,0,,0.05624185,11.722598,278.42194,58.5445
Argentina,ARG,1971,0,4.5719438,0,0,,0.05899074,10.277542,296.48773,63.202774
Argentina,ARG,1972,0,4.443309,0,0,,0.07602739,8.651295,295.17285,70.92442
Argentina,ARG,1973,0,8.863367,0,0,,0.05997025,9.496522,297.2388,80.70777
Argentina,ARG,1974,0,14.769165,0,2.9396656,,0.06100323,11.825922,297.09723,85.4244
Argentina,ARG,1975,0,15.360893,0,7.142025,,0.063990325,11.510941,281.26944,87.525
Argentina,ARG,1976,0,14.829012,0,7.2980886,,0.060962547,11.642586,290.19528,98.51425
Argentina,ARG,1977,0,17.052309,0,4.645012,,0.064003065,11.008503,305.63098,102.8905
Argentina,ARG,1978,0,22.906668,0,8.217443,,0.06397281,13.419195,297.26913,100.07025
Argentina,ARG,1979,0,31.512379,0,7.6385903,,0.09498376,12.501674,319.84976,102.8905
Argentina,ARG,1980,0,44.771423,0,6.639785,,0.09901763,11.144589,296.97797,112.12925
Argentina,ARG,1981,0,43.42278,0,7.990442,,0.08701801,10.560467,278.56592,117.18625
Argentina,ARG,1982,0,52.019936,0,5.306153,,0.1149734,10.666076,265.01834,133.13525
Argentina,ARG,1983,0,54.46334,0,9.661738,,0.15497561,9.679963,268.7532,143.152
Argentina,ARG,1984,0,58.778637,0,13.168907,,0.11498845,7.1852236,255.60059,152.39075
Argentina,ARG,1985,0,61.071068,0,16.36111,,0.12000641,10.599606,237.52023,155.69725
Argentina,ARG,1986,0,62.18621,0,16.205048,,0.123990245,12.109349,249.71896,168.2425
Argentina,ARG,1987,0,64.795074,0,18.344534,,0.10598629,13.439672,266.55307,168.33975
Argentina,ARG,1988,0,45.121124,0,16.451912,,0.12296129,13.772349,268.33374,196.6395
Argentina,ARG,1989,0,38.99498,0,14.298238,,0.10600155,14.902768,246.32074,206.559
Argentina,ARG,1990,0,52.37767,0,20.659946,0,0.13302182,12.266132,229.9597,197.32025
Argentina,ARG,1991,0,46.925213,0,22.007767,0,0.1310081,10.794012,240.25671,200.9185
Argentina,ARG,1992,0,56.670967,0,20.092443,0,0.12998593,12.168163,252.69298,217.2565
Argentina,ARG,1993,0,70.28263,0,21.990742,0,0.09599508,8.069987,247.75331,229.41275
Argentina,ARG,1994,0,80.68641,0,23.366936,0,0.099004395,7.065107,261.48206,235.83125
Argentina,ARG,1995,0,78.3711,0,20.049881,0,0.119016126,7.4141526,259.53027,262.47775
Argentina,ARG,1996,0.028440278,66.44853,0,21.165024,0,0.22302064,7.766816,259.79773,301.18326
Argentina,ARG,1997,0.043148335,82.57294,0,22.589457,0,0.17875852,6.1277137,275.28638,277.5515
Argentina,ARG,1998,0.09622333,78.28778,5.02778E-05,21.147999,0,0.20689325,8.23741,283.2721,296.70975
Argentina,ARG,1999,0.10284694,63.27008,7.69444E-05,20.163382,0,0.26199996,9.885469,286.95975,314.701
Argentina,ARG,2000,0.102779165,84.49668,0.000106389,17.52733,0,0.3860283,7.512647,264.89783,322.96725
Argentina,ARG,2001,0.14501221,107.4648,0.000126389,19.899952,0,0.36299825,6.1568522,245.29501,302.35025
Argentina,ARG,2002,0.21425694,104.4325,0.000137222,16.30405,0,0.5299802,4.5862966,232.81517,294.37576
Argentina,ARG,2003,0.2260764,98.02586,0.000188611,21.055779,0,0.88059855,5.593865,237.42206,336.2905
Argentina,ARG,2004,0.20876417,87.78204,0.000201667,21.75953,0,0.86751235,9.519819,254.68645,368.09125
Argentina,ARG,2005,0.20536305,97.97495,0.000231944,18.88508,0,0.9164998,10.961645,266.75812,392.89
Argentina,ARG,2006,0.19815388,108.16867,0.000256111,21.081718,0,1.046309,9.9238205,281.35175,406.505
Argentina,ARG,2007,0.17416167,88.27875,0.000308333,19.682812,0,1.0708514,14.360361,313.74554,427.122
Argentina,ARG,2008,0.117885,87.67296,0.000402778,19.938072,0,1.2059801,17.51607,317.05167,431.88724
Argentina,ARG,2009,0.10285972,96.67863,0.0002125,21.929419,0,1.1889358,9.620938,303.0577,418.3556
Argentina,ARG,2010,0.07036528,92.593056,0.000238333,19.203362,5.9234138,1.4423598,13.47208,328.158,420.87418
Argentina,ARG,2011,0.07335417,86.033966,0.004444445,16.94204,8.745169,1.4191314,14.618646,340.00577,438.3979
Argentina,ARG,2012,1.0141377,79.9669,0.022416666,16.844624,10.797933,1.484553,13.669181,361.2564,456.6421
Argentina,ARG,2013,1.2355814,89.3157,0.041083056,16.233166,11.902397,1.6066635,14.939302,383.7835,460.2769
Argentina,ARG,2014,1.6782616,87.82001,0.043193888,14.334412,13.891245,1.482859,15.891717,379.91562,461.5498
Argentina,ARG,2015,1.5978347,87.08391,0.039540835,18.18994,15.130985,1.517351,15.814129,387.30865,466.5257
Argentina,ARG,2016,1.4653006,79.64934,0.038209446,21.283125,16.037182,1.1388094,12.188642,375.29422,482.1001
Argentina,ARG,2017,1.6275573,84.08156,0.04369028,15.547312,18.427946,1.3890371,12.525288,370.8972,483.00027
Argentina,ARG,2018,3.7377324,85.40055,0.2860825,17.446835,17.594175,1.5898329,13.709147,353.2107,487.02142
Argentina,ARG,2019,13.1692295,72.501114,2.1079817,21.356302,17.97012,1.6499021,8.123962,324.7226,465.58917
Argentina,ARG,2020,24.71506,62.16246,3.530673,26.871191,9.645983,2.264699,10.015326,297.37708,439.31244
Argentina,ARG,2021,33.85339,51.280422,5.7450805,27.197569,10.419529,2.1038966,18.253904,340.59506,459.35156
Asia,,1965,0,422.57114,0,0.070937775,,0.1,2604.7842,2232.485,94.07477
Asia,,1966,0,440.72614,0,1.6571087,,0.122,2753.783,2505.829,108.526505
Asia,,1967,0,411.76282,0,1.784797,,0.173,2667.211,2878.505,126.21153
Asia,,1968,0,457.6866,0,2.9623656,,0.179,2708.1685,3250.3425,148.64937
Asia,,1969,0,475.14154,0,5.12677,,0.178,3056.8274,3744.9028,183.48022
Asia,,1970,0,486.36957,0,16.71053,,0.40870398,3440.9536,4295.1167,218.33952
Asia,,1971,0,532.02374,0,25.625261,,0.39761102,3697.763,4780.219,249.01793
Asia,,1972,0,550.2113,0,30.09737,,0.42359102,3842.5747,5166.9043,276.8143
Asia,,1973,0,511.50867,0,34.16494,,0.450998,3932.5076,5872.899,338.35718
Asia,,1974,0,582.5669,0,62.504845,,0.514547,4027.638,5863.514,400.5083
Asia,,1975,0,627.58215,0,79.10506,,0.598507,4352.3564,5818.0684,459.15836
Asia,,1976,0,645.51184,0,105.70347,,0.528553,4453.9956,6275.469,511.23123
Asia,,1977,0,634.1106,0,96.49886,,0.752774,4754.6685,6687.2686,619.9296
Asia,,1978,0,667.8612,0,189.37021,,0.967644,4987.235,7108.4883,733.8872
Asia,,1979,0,722.08826,0,233.45268,,1.881672,5233.94,7371.071,894.3802
Asia,,1980,0,773.687,0,274.6574,,3.27229,5541.4194,6965.9927,932.26654
Asia,,1981,0,825.0414,0,295.15594,,5.158717,5723.5645,6899.1094,957.2914
Asia,,1982,0,817.2095,0,345.18784,,13.786909,5951.4644,6872.519,1022.4517
Asia,,1983,0,854.6579,0,412.88583,,15.969758,6326.9673,7120.4736,1100.3403
Asia,,1984,0,856.6503,0,496.60992,,17.504143,6892.8066,7476.664,1353.0009
Asia,,1985,0,1014.9135,0,610.6749,,18.650616,7993.005,8199.693,2157.7722
Asia,,1986,0,1022.6381,0,649.5678,,19.50979,8322.275,8385.08,2427.474
Asia,,1987,0,1059.5243,0,768.97906,,19.839085,8908.044,8673.916,2586.5667
Asia,,1988,0,1217.4332,0,725.6454,,21.396158,9504.191,9304.535,2777.1804
Asia,,1989,0,1245.4998,0,757.5465,,23.113253,9890.94,9747.575,3012.6296
Asia,,1990,0.0985225,1313.2599,0.011805556,814.75977,,18.881407,10067.662,10316.577,3132.374
Asia,,1991,0.36370692,1327.7328,0.011805556,870.17255,,19.272646,10460.022,10674.097,3316.262
Asia,,1992,0.65284055,1337.3724,0.04582611,893.3349,,19.529099,10791.163,11296.724,3529.3804
Asia,,1993,0.9161964,1486.4065,0.08428223,989.94135,,19.343426,11286.324,11734.914,3513.7263
Asia,,1994,1.709341,1475.0402,0.10644723,1056.8002,,22.93912,11824.197,12348.588,3796.9973
Asia,,1995,3.2958176,1592.3455,0.14641222,1165.0417,,27.571014,12006.163,13025.047,4033.9578
Asia,,1996,2.8886104,1581.7603,0.21454471,1230.6073,,28.013805,12509.935,13584.345,4316.743
Asia,,1997,3.536096,1575.5612,0.34407702,1309.1163,,31.614063,12527.632,14226.381,4538.378
Asia,,1998,4.3112154,1670.1357,0.4947608,1362.2075,,33.696926,12504.702,13953.072,4738.892
Asia,,1999,6.0019774,1626.857,0.72643745,1385.105,,36.97982,12813.23,14394.848,5115.055
Asia,,2000,7.0454307,1675.6648,1.1287683,1424.5581,,40.588943,13317.1045,14903.107,5395.233
Asia,,2001,9.402444,1796.9381,1.6285747,1433.7634,,41.515842,13945.783,15058.351,5743.8115
Asia,,2002,10.129174,1849.2834,2.249888,1460.8711,,42.871227,15021.726,15456.154,6074.999
Asia,,2003,13.32399,1909.299,3.0549026,1291.3639,,44.736835,17196.309,16080.264,6503.45
Asia,,2004,23.483322,2234.6326,4.0079026,1472.2356,,47.316742,19349.209,17059.164,6988.3374
Asia,,2005,29.352169,2300.812,5.063904,1527.3425,,52.971306,21995.963,17239.047,7521.4087
Asia,,2006,45.69147,2516.3892,6.241994,1557.8738,,56.996235,23728.766,17689.326,7977.54
Asia,,2007,60.313583,2625.0808,7.440398,1485.0785,,63.23911,25784.416,18248.25,8605.575
Asia,,2008,91.66824,2960.1829,8.967247,1432.829,,71.15207,26500.443,18480.465,9200.066
Asia,,2009,141.52359,2858,11.514546,1489.7334,,80.0869,27379.117,18629.807,9460.394
Asia,,2010,216.39905,3271.5579,16.258396,1559.2688,,91.83977,28691.03,19729.69,10398.672
Asia,,2011,303.7643,3292.089,28.537594,1285.972,,100.99215,30863.795,20295.574,11160.103
Asia,,2012,395.06436,3703.8062,42.70378,912.1578,,109.71559,31625.379,21202.186,11738.725
Asia,,2013,504.18365,3975.963,79.67569,917.2199,,121.81989,32274.053,21588.268,12044.907
Asia,,2014,571.7406,4315.1753,160.7482,982.41174,,140.66154,32904.273,21946.367,12535.039
Asia,,2015,648.8334,4468.981,246.38547,1100.9365,,163.37277,32640.432,22738.826,12983.826
Asia,,2016,835.7452,4614.269,370.18268,1224.2122,,166.46243,32643.137,23536.895,13336.904
Asia,,2017,1040.3447,4707.219,579.5465,1284.937,,194.7894,33240.152,24108.035,13976.306
Asia,,2018,1232.0375,4788.0337,821.72736,1428.2195,,232.83195,34077.934,24619.21,14723.519
Asia,,2019,1355.1796,5099.429,1032.6678,1658.1254,,260.6604,34519.426,24867.578,15092.289
Asia,,2020,1520.194,5202.053,1228.2402,1677.6733,,285.71262,34101.305,23417.275,15312.18
Asia,,2021,2055.6802,5071.185,1516.7802,1833.9404,,336.35724,36037.973,24457.223,16249.497
Asia Pacific (BP),,1965,0,461.55515,0,0.070937775,0,1.644,2780.7314,1932.2678,56.231968
Asia Pacific (BP),,1966,0,479.9543,0,1.6571087,0,1.643,2931.5122,2202.6782,62.38925
Asia Pacific (BP),,1967,0,452.02533,0,1.784797,0,1.424,2854.2986,2566.628,71.39151
Asia Pacific (BP),,1968,0,497.51083,0,2.9623656,0,1.577,2896.7332,2932.8025,77.81803
